zip_code,borough,date,rent_price,neighborhood
10457,Bronx County,2022-09-30,2126.9631164326015,Central Bronx
10457,Bronx County,2022-10-31,2079.3985705240934,Central Bronx
10457,Bronx County,2022-11-30,2017.2137037373268,Central Bronx
10457,Bronx County,2022-12-31,2070.699818444923,Central Bronx
10457,Bronx County,2023-01-31,2152.307075883092,Central Bronx
10457,Bronx County,2023-02-28,2273.686566940564,Central Bronx
10457,Bronx County,2023-03-31,2254.962772501779,Central Bronx
10457,Bronx County,2023-04-30,2299.6027954068895,Central Bronx
10457,Bronx County,2023-05-31,2301.9884665908,Central Bronx
10457,Bronx County,2023-06-30,2288.4084204746946,Central Bronx
10457,Bronx County,2023-07-31,2287.5250556707324,Central Bronx
10457,Bronx County,2023-08-31,2298.331686975228,Central Bronx
10457,Bronx County,2023-09-30,2300.446904015653,Central Bronx
10457,Bronx County,2023-10-31,2367.817160122848,Central Bronx
10457,Bronx County,2023-11-30,2340.2502474353273,Central Bronx
10457,Bronx County,2023-12-31,2472.067149086421,Central Bronx
10457,Bronx County,2024-01-31,2426.4389083701435,Central Bronx
10457,Bronx County,2024-02-29,2391.555786800187,Central Bronx
10457,Bronx County,2024-03-31,2448.9364962338836,Central Bronx
10457,Bronx County,2024-04-30,2477.2101197414886,Central Bronx
10457,Bronx County,2024-05-31,2614.2370849238855,Central Bronx
10457,Bronx County,2024-06-30,2501.7976060012047,Central Bronx
10457,Bronx County,2024-07-31,2563.3221246968433,Central Bronx
10457,Bronx County,2024-08-31,2481.6666666666665,Central Bronx
10452,Bronx County,2015-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2015-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2015-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2015-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2015-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2015-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2015-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-02-29,NA,High Bridge and Morrisania
10452,Bronx County,2016-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2016-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2016-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2016-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2016-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2016-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2017-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2017-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2017-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2017-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2017-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2017-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2018-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2018-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2018-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2018-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2018-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2018-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2019-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2019-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2019-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2019-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2019-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2019-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-02-29,NA,High Bridge and Morrisania
10452,Bronx County,2020-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2020-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2020-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2020-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2020-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2020-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2021-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2021-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2021-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2021-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2021-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2021-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2022-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2022-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2022-07-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-08-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-09-30,NA,High Bridge and Morrisania
10452,Bronx County,2022-10-31,NA,High Bridge and Morrisania
10452,Bronx County,2022-11-30,NA,High Bridge and Morrisania
10452,Bronx County,2022-12-31,NA,High Bridge and Morrisania
10452,Bronx County,2023-01-31,NA,High Bridge and Morrisania
10452,Bronx County,2023-02-28,NA,High Bridge and Morrisania
10452,Bronx County,2023-03-31,NA,High Bridge and Morrisania
10452,Bronx County,2023-04-30,NA,High Bridge and Morrisania
10452,Bronx County,2023-05-31,NA,High Bridge and Morrisania
10452,Bronx County,2023-06-30,NA,High Bridge and Morrisania
10452,Bronx County,2023-07-31,2146.60640245359,High Bridge and Morrisania
10452,Bronx County,2023-08-31,2158.5193862021456,High Bridge and Morrisania
10452,Bronx County,2023-09-30,2355.126723830489,High Bridge and Morrisania
10452,Bronx County,2023-10-31,2301.4404840362135,High Bridge and Morrisania
10452,Bronx County,2023-11-30,2213.447288764233,High Bridge and Morrisania
10452,Bronx County,2023-12-31,2163.1966975703267,High Bridge and Morrisania
10452,Bronx County,2024-01-31,2153.533072727543,High Bridge and Morrisania
10452,Bronx County,2024-02-29,2224.1666782595607,High Bridge and Morrisania
10452,Bronx County,2024-03-31,2297.4102658391857,High Bridge and Morrisania
10452,Bronx County,2024-04-30,2355.7932566448594,High Bridge and Morrisania
10452,Bronx County,2024-05-31,2311.7894575471196,High Bridge and Morrisania
10452,Bronx County,2024-06-30,2237.1406929975333,High Bridge and Morrisania
10452,Bronx County,2024-07-31,2300.0791338706445,High Bridge and Morrisania
10452,Bronx County,2024-08-31,2372.3333333333335,High Bridge and Morrisania
10469,Bronx County,2015-01-31,NA,Northeast Bronx
10469,Bronx County,2015-02-28,NA,Northeast Bronx
10469,Bronx County,2015-03-31,NA,Northeast Bronx
10469,Bronx County,2015-04-30,NA,Northeast Bronx
10469,Bronx County,2015-05-31,NA,Northeast Bronx
10469,Bronx County,2015-06-30,NA,Northeast Bronx
10469,Bronx County,2015-07-31,NA,Northeast Bronx
10469,Bronx County,2015-08-31,NA,Northeast Bronx
10469,Bronx County,2015-09-30,NA,Northeast Bronx
10469,Bronx County,2015-10-31,NA,Northeast Bronx
10469,Bronx County,2015-11-30,NA,Northeast Bronx
10469,Bronx County,2015-12-31,NA,Northeast Bronx
10469,Bronx County,2016-01-31,NA,Northeast Bronx
10469,Bronx County,2016-02-29,NA,Northeast Bronx
10469,Bronx County,2016-03-31,NA,Northeast Bronx
10469,Bronx County,2016-04-30,NA,Northeast Bronx
10469,Bronx County,2016-05-31,NA,Northeast Bronx
10469,Bronx County,2016-06-30,NA,Northeast Bronx
10469,Bronx County,2016-07-31,NA,Northeast Bronx
10469,Bronx County,2016-08-31,NA,Northeast Bronx
10469,Bronx County,2016-09-30,NA,Northeast Bronx
10469,Bronx County,2016-10-31,NA,Northeast Bronx
10469,Bronx County,2016-11-30,NA,Northeast Bronx
10469,Bronx County,2016-12-31,NA,Northeast Bronx
10469,Bronx County,2017-01-31,NA,Northeast Bronx
10469,Bronx County,2017-02-28,NA,Northeast Bronx
10469,Bronx County,2017-03-31,NA,Northeast Bronx
10469,Bronx County,2017-04-30,NA,Northeast Bronx
10469,Bronx County,2017-05-31,NA,Northeast Bronx
10469,Bronx County,2017-06-30,NA,Northeast Bronx
10469,Bronx County,2017-07-31,NA,Northeast Bronx
10469,Bronx County,2017-08-31,NA,Northeast Bronx
10469,Bronx County,2017-09-30,NA,Northeast Bronx
10469,Bronx County,2017-10-31,NA,Northeast Bronx
10469,Bronx County,2017-11-30,NA,Northeast Bronx
10469,Bronx County,2017-12-31,NA,Northeast Bronx
10469,Bronx County,2018-01-31,NA,Northeast Bronx
10469,Bronx County,2018-02-28,NA,Northeast Bronx
10469,Bronx County,2018-03-31,NA,Northeast Bronx
10469,Bronx County,2018-04-30,NA,Northeast Bronx
10469,Bronx County,2018-05-31,NA,Northeast Bronx
10469,Bronx County,2018-06-30,NA,Northeast Bronx
10469,Bronx County,2018-07-31,NA,Northeast Bronx
10469,Bronx County,2018-08-31,NA,Northeast Bronx
10469,Bronx County,2018-09-30,NA,Northeast Bronx
10469,Bronx County,2018-10-31,NA,Northeast Bronx
10469,Bronx County,2018-11-30,NA,Northeast Bronx
10469,Bronx County,2018-12-31,NA,Northeast Bronx
10469,Bronx County,2019-01-31,NA,Northeast Bronx
10469,Bronx County,2019-02-28,NA,Northeast Bronx
10469,Bronx County,2019-03-31,NA,Northeast Bronx
10469,Bronx County,2019-04-30,NA,Northeast Bronx
10469,Bronx County,2019-05-31,NA,Northeast Bronx
10469,Bronx County,2019-06-30,NA,Northeast Bronx
10469,Bronx County,2019-07-31,NA,Northeast Bronx
10469,Bronx County,2019-08-31,NA,Northeast Bronx
10469,Bronx County,2019-09-30,NA,Northeast Bronx
10469,Bronx County,2019-10-31,NA,Northeast Bronx
10469,Bronx County,2019-11-30,NA,Northeast Bronx
10469,Bronx County,2019-12-31,NA,Northeast Bronx
10469,Bronx County,2020-01-31,NA,Northeast Bronx
10469,Bronx County,2020-02-29,NA,Northeast Bronx
10469,Bronx County,2020-03-31,NA,Northeast Bronx
10469,Bronx County,2020-04-30,NA,Northeast Bronx
10469,Bronx County,2020-05-31,NA,Northeast Bronx
10469,Bronx County,2020-06-30,NA,Northeast Bronx
10469,Bronx County,2020-07-31,NA,Northeast Bronx
10469,Bronx County,2020-08-31,NA,Northeast Bronx
10469,Bronx County,2020-09-30,NA,Northeast Bronx
10469,Bronx County,2020-10-31,NA,Northeast Bronx
10469,Bronx County,2020-11-30,NA,Northeast Bronx
10469,Bronx County,2020-12-31,NA,Northeast Bronx
10469,Bronx County,2021-01-31,NA,Northeast Bronx
10469,Bronx County,2021-02-28,NA,Northeast Bronx
10469,Bronx County,2021-03-31,NA,Northeast Bronx
10469,Bronx County,2021-04-30,NA,Northeast Bronx
10469,Bronx County,2021-05-31,NA,Northeast Bronx
10469,Bronx County,2021-06-30,NA,Northeast Bronx
10469,Bronx County,2021-07-31,NA,Northeast Bronx
10469,Bronx County,2021-08-31,NA,Northeast Bronx
10469,Bronx County,2021-09-30,NA,Northeast Bronx
10469,Bronx County,2021-10-31,NA,Northeast Bronx
10469,Bronx County,2021-11-30,NA,Northeast Bronx
10469,Bronx County,2021-12-31,NA,Northeast Bronx
10469,Bronx County,2022-01-31,NA,Northeast Bronx
10469,Bronx County,2022-02-28,NA,Northeast Bronx
10469,Bronx County,2022-03-31,NA,Northeast Bronx
10469,Bronx County,2022-04-30,NA,Northeast Bronx
10469,Bronx County,2022-05-31,2010.870576115478,Northeast Bronx
10469,Bronx County,2022-06-30,2118.168933038419,Northeast Bronx
10469,Bronx County,2022-07-31,2145.396986163332,Northeast Bronx
10469,Bronx County,2022-08-31,2119.2938788233646,Northeast Bronx
10469,Bronx County,2022-09-30,2247.0703150366076,Northeast Bronx
10469,Bronx County,2022-10-31,2353.662757883998,Northeast Bronx
10469,Bronx County,2022-11-30,2389.1244634117916,Northeast Bronx
10469,Bronx County,2022-12-31,2277.264590196302,Northeast Bronx
10469,Bronx County,2023-01-31,2382.548670938166,Northeast Bronx
10469,Bronx County,2023-02-28,2496.8406512798074,Northeast Bronx
10469,Bronx County,2023-03-31,2428.6271999147298,Northeast Bronx
10469,Bronx County,2023-04-30,2389.6420329297075,Northeast Bronx
10469,Bronx County,2023-05-31,2340.571449874285,Northeast Bronx
10469,Bronx County,2023-06-30,2468.9156822827904,Northeast Bronx
10469,Bronx County,2023-07-31,2444.977796983168,Northeast Bronx
10469,Bronx County,2023-08-31,2581.766075543769,Northeast Bronx
10469,Bronx County,2023-09-30,2606.0718819552985,Northeast Bronx
10469,Bronx County,2023-10-31,2744.829670919578,Northeast Bronx
10469,Bronx County,2023-11-30,2798.51310408647,Northeast Bronx
10469,Bronx County,2023-12-31,2756.741134522692,Northeast Bronx
10469,Bronx County,2024-01-31,2769.272457645155,Northeast Bronx
10469,Bronx County,2024-02-29,2761.9219551860947,Northeast Bronx
10469,Bronx County,2024-03-31,2841.4415275212928,Northeast Bronx
10469,Bronx County,2024-04-30,2898.9870834431413,Northeast Bronx
10469,Bronx County,2024-05-31,2823.9327932435785,Northeast Bronx
10469,Bronx County,2024-06-30,2966.8962863290103,Northeast Bronx
10469,Bronx County,2024-07-31,2981.0149502076315,Northeast Bronx
10469,Bronx County,2024-08-31,3082.1666666666665,Northeast Bronx
10029,New York County,2015-01-31,2273.093480168881,East Harlem
10029,New York County,2015-02-28,2274.266357299332,East Harlem
10029,New York County,2015-03-31,2272.131720910658,East Harlem
10029,New York County,2015-04-30,2297.3498835397486,East Harlem
10029,New York County,2015-05-31,2307.464044727696,East Harlem
10029,New York County,2015-06-30,2334.539132486299,East Harlem
10029,New York County,2015-07-31,2361.579656767691,East Harlem
10029,New York County,2015-08-31,2356.959405394849,East Harlem
10029,New York County,2015-09-30,2340.0036329751906,East Harlem
10029,New York County,2015-10-31,2326.379531348532,East Harlem
10029,New York County,2015-11-30,2312.3141415700525,East Harlem
10029,New York County,2015-12-31,2321.024585483184,East Harlem
10029,New York County,2016-01-31,2298.7847333154373,East Harlem
10029,New York County,2016-02-29,2300.86401941735,East Harlem
10029,New York County,2016-03-31,2307.2576709444697,East Harlem
10029,New York County,2016-04-30,2326.3797886396055,East Harlem
10029,New York County,2016-05-31,2343.6192448395655,East Harlem
10029,New York County,2016-06-30,2351.925603358014,East Harlem
10029,New York County,2016-07-31,2370.062615293653,East Harlem
10029,New York County,2016-08-31,2395.9294165936826,East Harlem
10029,New York County,2016-09-30,2395.7950031701216,East Harlem
10029,New York County,2016-10-31,2371.4953643967183,East Harlem
10029,New York County,2016-11-30,2348.0675840978306,East Harlem
10029,New York County,2016-12-31,2322.16157036955,East Harlem
10029,New York County,2017-01-31,2363.559235139626,East Harlem
10029,New York County,2017-02-28,2377.122808013248,East Harlem
10029,New York County,2017-03-31,2391.561441904104,East Harlem
10029,New York County,2017-04-30,2381.4869199539858,East Harlem
10029,New York County,2017-05-31,2415.452302823369,East Harlem
10029,New York County,2017-06-30,2476.979319906105,East Harlem
10029,New York County,2017-07-31,2493.1770911446565,East Harlem
10029,New York County,2017-08-31,2518.806814318028,East Harlem
10029,New York County,2017-09-30,2499.405749465078,East Harlem
10029,New York County,2017-10-31,2489.1581726780455,East Harlem
10029,New York County,2017-11-30,2457.898393285825,East Harlem
10029,New York County,2017-12-31,2454.128673212158,East Harlem
10029,New York County,2018-01-31,2446.2444725719765,East Harlem
10029,New York County,2018-02-28,2453.017649330468,East Harlem
10029,New York County,2018-03-31,2456.6279701864473,East Harlem
10029,New York County,2018-04-30,2484.619484315704,East Harlem
10029,New York County,2018-05-31,2500.1539675824033,East Harlem
10029,New York County,2018-06-30,2519.178142345057,East Harlem
10029,New York County,2018-07-31,2525.2666646087155,East Harlem
10029,New York County,2018-08-31,2524.295954116275,East Harlem
10029,New York County,2018-09-30,2516.6869565528345,East Harlem
10029,New York County,2018-10-31,2503.820129720929,East Harlem
10029,New York County,2018-11-30,2476.4549005051363,East Harlem
10029,New York County,2018-12-31,2467.966660534199,East Harlem
10029,New York County,2019-01-31,2461.7557981842097,East Harlem
10029,New York County,2019-02-28,2498.7610205878163,East Harlem
10029,New York County,2019-03-31,2509.3151765607336,East Harlem
10029,New York County,2019-04-30,2535.5024098186186,East Harlem
10029,New York County,2019-05-31,2543.257793597807,East Harlem
10029,New York County,2019-06-30,2565.129105180403,East Harlem
10029,New York County,2019-07-31,2589.6439934586083,East Harlem
10029,New York County,2019-08-31,2588.797308475574,East Harlem
10029,New York County,2019-09-30,2595.6503448088715,East Harlem
10029,New York County,2019-10-31,2567.091435810423,East Harlem
10029,New York County,2019-11-30,2535.0198428722506,East Harlem
10029,New York County,2019-12-31,2537.4702388477685,East Harlem
10029,New York County,2020-01-31,2543.8898969859183,East Harlem
10029,New York County,2020-02-29,2576.9321090665294,East Harlem
10029,New York County,2020-03-31,2587.0256692541684,East Harlem
10029,New York County,2020-04-30,2604.090725654746,East Harlem
10029,New York County,2020-05-31,2590.7653842482896,East Harlem
10029,New York County,2020-06-30,2545.204007794999,East Harlem
10029,New York County,2020-07-31,2494.0587279654524,East Harlem
10029,New York County,2020-08-31,2439.0889926697496,East Harlem
10029,New York County,2020-09-30,2365.654420824335,East Harlem
10029,New York County,2020-10-31,2273.4369778545356,East Harlem
10029,New York County,2020-11-30,2181.950585345511,East Harlem
10029,New York County,2020-12-31,2130.3697991286294,East Harlem
10029,New York County,2021-01-31,2134.238802424883,East Harlem
10029,New York County,2021-02-28,2145.749119086926,East Harlem
10029,New York County,2021-03-31,2179.1596517375497,East Harlem
10029,New York County,2021-04-30,2197.969498031404,East Harlem
10029,New York County,2021-05-31,2244.3149717809133,East Harlem
10029,New York County,2021-06-30,2288.4490103499056,East Harlem
10029,New York County,2021-07-31,2342.173277699827,East Harlem
10029,New York County,2021-08-31,2398.1951933122955,East Harlem
10029,New York County,2021-09-30,2426.483310235917,East Harlem
10029,New York County,2021-10-31,2435.312876447857,East Harlem
10029,New York County,2021-11-30,2437.65861926652,East Harlem
10029,New York County,2021-12-31,2445.443979367863,East Harlem
10029,New York County,2022-01-31,2481.420843049603,East Harlem
10029,New York County,2022-02-28,2522.8336145023895,East Harlem
10029,New York County,2022-03-31,2578.7157707845713,East Harlem
10029,New York County,2022-04-30,2631.2245002424784,East Harlem
10029,New York County,2022-05-31,2702.413395772553,East Harlem
10029,New York County,2022-06-30,2757.636581069848,East Harlem
10029,New York County,2022-07-31,2811.4294638121005,East Harlem
10029,New York County,2022-08-31,2850.723800661515,East Harlem
10029,New York County,2022-09-30,2852.6012999464874,East Harlem
10029,New York County,2022-10-31,2838.5134542862374,East Harlem
10029,New York County,2022-11-30,2785.0266852074183,East Harlem
10029,New York County,2022-12-31,2784.9190984136194,East Harlem
10029,New York County,2023-01-31,2764.7986884373704,East Harlem
10029,New York County,2023-02-28,2767.634092012001,East Harlem
10029,New York County,2023-03-31,2795.73623813404,East Harlem
10029,New York County,2023-04-30,2843.2089649696113,East Harlem
10029,New York County,2023-05-31,2876.0908911215015,East Harlem
10029,New York County,2023-06-30,2896.180420585867,East Harlem
10029,New York County,2023-07-31,2900.6971008325368,East Harlem
10029,New York County,2023-08-31,2916.5287618444927,East Harlem
10029,New York County,2023-09-30,2889.2639827748817,East Harlem
10029,New York County,2023-10-31,2883.6023655397585,East Harlem
10029,New York County,2023-11-30,2849.620545896537,East Harlem
10029,New York County,2023-12-31,2839.6357986832895,East Harlem
10029,New York County,2024-01-31,2820.6235363555265,East Harlem
10029,New York County,2024-02-29,2830.1196435956554,East Harlem
10029,New York County,2024-03-31,2863.3898358212195,East Harlem
10029,New York County,2024-04-30,2901.838939075003,East Harlem
10029,New York County,2024-05-31,2954.0498961168632,East Harlem
10029,New York County,2024-06-30,2987.132389310014,East Harlem
10029,New York County,2024-07-31,3024.2015901069185,East Harlem
10029,New York County,2024-08-31,3016.6063829787236,East Harlem
11218,Kings County,2015-01-31,NA,Borough Park
11218,Kings County,2015-02-28,1951.576289252691,Borough Park
11218,Kings County,2015-03-31,1964.6582423963864,Borough Park
11218,Kings County,2015-04-30,1965.1769190836128,Borough Park
11218,Kings County,2015-05-31,1957.3183296274333,Borough Park
11218,Kings County,2015-06-30,1957.3632449195743,Borough Park
11218,Kings County,2015-07-31,1997.8325001118176,Borough Park
11218,Kings County,2015-08-31,2048.0978865721104,Borough Park
11218,Kings County,2015-09-30,2094.71920965291,Borough Park
11218,Kings County,2015-10-31,2079.4467782444403,Borough Park
11218,Kings County,2015-11-30,2041.386765423508,Borough Park
11218,Kings County,2015-12-31,1992.303229714876,Borough Park
11218,Kings County,2016-01-31,2016.1861206100823,Borough Park
11218,Kings County,2016-02-29,2033.9705314570283,Borough Park
11218,Kings County,2016-03-31,2034.4036340362045,Borough Park
11218,Kings County,2016-04-30,2021.5367036978944,Borough Park
11218,Kings County,2016-05-31,2025.8824998345751,Borough Park
11218,Kings County,2016-06-30,2045.427408185816,Borough Park
11218,Kings County,2016-07-31,2040.097922770492,Borough Park
11218,Kings County,2016-08-31,2054.7234600228026,Borough Park
11218,Kings County,2016-09-30,2086.3262645919763,Borough Park
11218,Kings County,2016-10-31,2111.8035917195784,Borough Park
11218,Kings County,2016-11-30,2125.703091464246,Borough Park
11218,Kings County,2016-12-31,2109.742943434079,Borough Park
11218,Kings County,2017-01-31,2077.345773765896,Borough Park
11218,Kings County,2017-02-28,2077.597314753117,Borough Park
11218,Kings County,2017-03-31,2068.0888138980285,Borough Park
11218,Kings County,2017-04-30,2096.415199051615,Borough Park
11218,Kings County,2017-05-31,2096.513865603798,Borough Park
11218,Kings County,2017-06-30,2120.7796810359728,Borough Park
11218,Kings County,2017-07-31,2114.3290671199684,Borough Park
11218,Kings County,2017-08-31,2109.880372529095,Borough Park
11218,Kings County,2017-09-30,2112.885300663001,Borough Park
11218,Kings County,2017-10-31,2119.8576594967776,Borough Park
11218,Kings County,2017-11-30,2115.5144884793945,Borough Park
11218,Kings County,2017-12-31,2115.7444160028535,Borough Park
11218,Kings County,2018-01-31,2105.9098730588107,Borough Park
11218,Kings County,2018-02-28,2104.0723292354674,Borough Park
11218,Kings County,2018-03-31,2125.07377457682,Borough Park
11218,Kings County,2018-04-30,2141.142777373226,Borough Park
11218,Kings County,2018-05-31,2146.3468898460274,Borough Park
11218,Kings County,2018-06-30,2141.9171942954545,Borough Park
11218,Kings County,2018-07-31,2155.318063931723,Borough Park
11218,Kings County,2018-08-31,2177.3273156190253,Borough Park
11218,Kings County,2018-09-30,2156.465886903268,Borough Park
11218,Kings County,2018-10-31,2131.4311996225915,Borough Park
11218,Kings County,2018-11-30,2113.521078902274,Borough Park
11218,Kings County,2018-12-31,2111.067835316699,Borough Park
11218,Kings County,2019-01-31,2146.4605761206485,Borough Park
11218,Kings County,2019-02-28,2173.1467717934074,Borough Park
11218,Kings County,2019-03-31,2188.8654650335075,Borough Park
11218,Kings County,2019-04-30,2185.415460987435,Borough Park
11218,Kings County,2019-05-31,2180.150886183752,Borough Park
11218,Kings County,2019-06-30,2207.4240591153343,Borough Park
11218,Kings County,2019-07-31,2210.22447153852,Borough Park
11218,Kings County,2019-08-31,2205.468166843521,Borough Park
11218,Kings County,2019-09-30,2207.5014127767186,Borough Park
11218,Kings County,2019-10-31,2194.4910472991332,Borough Park
11218,Kings County,2019-11-30,2196.1815656644753,Borough Park
11218,Kings County,2019-12-31,2189.8802447066555,Borough Park
11218,Kings County,2020-01-31,2192.0585451952657,Borough Park
11218,Kings County,2020-02-29,2209.6842467432216,Borough Park
11218,Kings County,2020-03-31,2208.6631809059136,Borough Park
11218,Kings County,2020-04-30,2221.5089805703196,Borough Park
11218,Kings County,2020-05-31,2241.38898771959,Borough Park
11218,Kings County,2020-06-30,2225.524987071451,Borough Park
11218,Kings County,2020-07-31,2234.5056115902476,Borough Park
11218,Kings County,2020-08-31,2193.8269857113564,Borough Park
11218,Kings County,2020-09-30,2181.6081055578784,Borough Park
11218,Kings County,2020-10-31,2144.158267578318,Borough Park
11218,Kings County,2020-11-30,2146.6047208170226,Borough Park
11218,Kings County,2020-12-31,2139.5061545459907,Borough Park
11218,Kings County,2021-01-31,2134.8693767875584,Borough Park
11218,Kings County,2021-02-28,2119.438197151575,Borough Park
11218,Kings County,2021-03-31,2127.482180868766,Borough Park
11218,Kings County,2021-04-30,2135.8079583423473,Borough Park
11218,Kings County,2021-05-31,2162.4614221416437,Borough Park
11218,Kings County,2021-06-30,2207.6239474618446,Borough Park
11218,Kings County,2021-07-31,2237.38163431319,Borough Park
11218,Kings County,2021-08-31,2254.5736503353523,Borough Park
11218,Kings County,2021-09-30,2248.0531043229753,Borough Park
11218,Kings County,2021-10-31,2284.4438248002384,Borough Park
11218,Kings County,2021-11-30,2290.7562576640685,Borough Park
11218,Kings County,2021-12-31,2256.6022210050655,Borough Park
11218,Kings County,2022-01-31,2241.5133247973363,Borough Park
11218,Kings County,2022-02-28,2249.62823890589,Borough Park
11218,Kings County,2022-03-31,2324.9396861134996,Borough Park
11218,Kings County,2022-04-30,2384.8670747650763,Borough Park
11218,Kings County,2022-05-31,2443.600448052844,Borough Park
11218,Kings County,2022-06-30,2514.4738251406075,Borough Park
11218,Kings County,2022-07-31,2521.6907512127295,Borough Park
11218,Kings County,2022-08-31,2552.4608172452863,Borough Park
11218,Kings County,2022-09-30,2535.574198615357,Borough Park
11218,Kings County,2022-10-31,2560.235961459194,Borough Park
11218,Kings County,2022-11-30,2541.1730642711577,Borough Park
